hasoc_german_30	"RT @RolandTichy: An Stelle eines Fachkräfteeinwanderungsgesetzes brauchen wir eine Halteprämie für Fachkräfte, die auswandern wollen.   https://t.co/izyoSAFaBN"	NOT	None
hasoc_german_31	"RT @Hartes_Geld: Stromkosten für 100 km im Elektro-Audi: 10,49 Euro.  Dieselkosten für 100 km im Audi Q5: 8,13 Euro.  :)  https://t.co/VMK4YqN1SE  #elektroauto"	NOT	None
hasoc_german_32	RT @LisaRonde: @EinAugenschmaus Islamkritik ist (wie jede Religionskritik) das legitime Kind der Aufklärung. Bitte denken Sie mal darüber nach!     #AliceSchwarzer #wirbleibenlaut #schroeter_raus	NOT	None
hasoc_german_33	RT @eysvog3l: Übrigens - kein schlechter Sport für hiesige Mädchen und Frauen. https://t.co/zIjZcXVjc4	NOT	None
hasoc_german_34	"RT @Gugdonah: @Libra08101 Kriminalität ist gefährlich! Würde man die Europäischen Schlepper endlich vor Gericht stellen, würde das schnell aufhören! So haben sie und alle Unterstützer 80 Menschenleben auf dem Gewissen!"	NOT	None
hasoc_german_35	RT @A_Hildering: 🥁Haben wir das nich schon gewusst ⁉️    Polizei ordnet antisemitische Taten ohne Beweise Rechtsextremen zu - Muslimische Tätergruppe wenig beachtet https://t.co/JtSKernmjR via @China_Welt_News	NOT	None
hasoc_german_36	RT @55Uli: @axh2706 'Wer eine friedliche Revolution verhindert - macht eine gewaltsame Revolution unausweichlich !'    John F. Kennedy	NOT	None
hasoc_german_37	"RT @axh2706: ... Antidemokratische Krieg im Bundestag gegen die AfD 🖤❤💚💛❤👎na gut, dann demokratischen Krieg an der Wahlurne, könnt ihr haben, jetzt erst recht, rechts 💙👍🇩🇪 ... https://t.co/PWLPysT9ot"	NOT	None
hasoc_german_38	RT @wokeup777: Gibt es in Gefängnissen eigentlich Fluchtwegpläne?	NOT	None
hasoc_german_39	RT @55Uli: @wokeup777 Nein - aber Sportangebote !    Der beliebteste Sport ist fast überall 'Stabhochsprung und Querfeldeinlauf '!	NOT	None
hasoc_german_40	"RT @FinjaFinte: Die Kern-Liebers Unternehmensgruppe aus #Schramberg plant 2020, Arbeitsplätze im Federnbereich nach Rumänien zu verlagern  50 bis 60 Arbeitsplätze können davon betroffen sein  #futschi  https://t.co/xTHTNEDCBb"	NOT	None
hasoc_german_41	RT @Heiko31086906: 🚨Fahndungsaufruf 🚨    LEIPZIG - TEILEN. Vielleicht kennt ja jemand diese Kriminellen. Ein Hinweis an die AfD-Sachsen freut diese bestimmt....  @InSvensWelt https://t.co/J35caaQrUr	NOT	None
hasoc_german_42	"RT @J_B_oo7: Damit klar ist, warum ich mit allen legalen Mitteln gegen Merkel vorgehe: Ich habe ganz persönliche Gründe, weil diese Person mit einem persönlichen Anruf meine Familie zerstört hat, in dem sie die jugendliche Naivität meiner Tochter nutzte, sie zu moralisch zu missbrauchen!"	NOT	None
hasoc_german_43	RT @SM100d: Er führt das Volk mit einem Nasenring durch die Manege❗  Geht garnicht ☝️    #Steuerschätzung    https://t.co/LruGQNbST6	NOT	None
hasoc_german_44	"RT @ShakRiet: Der abgesetzte „Terrorexperte“ Theveßen ist Staatsfunker und kann deshalb alles. Nun steht er als „Zollexperte“ trotzig mit einem ZDF-Werbeschirm aus chinesischer Produktion vor dem Weißen Haus und tut so, als habe er von Wirtschaft viel mehr Ahnung als der Milliardär hinter ihm. https://t.co/QgKXnw3f0b"	NOT	None
hasoc_german_45	RT @EUGegner55: Um Steuerloch zu stopfen: GroKo will Renten-Milliarden plündern *** BILDplus Inhalt *** - Deutschland Hat irgendjemand aus dieser Gemeinschaft was anderes erwartet?  Die Rentenkasse wurde schon öfter geplündert zB für Panzerbau .. https://t.co/nBvfR5Uyu8	NOT	None
hasoc_german_46	RT @Connybub: Pamela Anderson kandidiert bei der EU-Wahl:  https://t.co/CNwUrh7Ky7 https://t.co/3p2aYCj5Pi	NOT	None
hasoc_german_47	"RT @MarleneSchfer1: Ein EU-Abgeordneter von Luxemburg vertritt 80.000 Bürger, ein deutscher Abgeordneter 800.000 Bürger. Beide haben im EU-Parlament das gleiche Stimmrecht. Das erklärt, warum es möglich ist, dass Brüssel eine Politik gegen die Mehrheit der EU-Bürger macht, Brüsseler Demokratie."	NOT	None
hasoc_german_48	RT @AJCBerlin: Am Wochenende ist es in Berlin-Neukölln erneut zu einem antisemitischen Angriff gekommen. Hier unsere Pressemitteilung zu dem Vorfall: https://t.co/vDDBWh1YWC	NOT	None
hasoc_german_49	RT @Joerg_Meuthen: Eine #Islamisierung findet nicht statt:  Bestimmt sind im (bislang noch) christlich geprägten Bayern auch schon vor Jahren und Jahrzehnten Schulfeste wegen des islamischen Fastenmonats #Ramadan abgesagt worden!   Zeit für die #AfD.  https://t.co/v7LSdrd8g4	NOT	None
hasoc_german_50	Kann aber auch sein dass die dann in irgendein anderes Land auf der Welt 'fliehen' weil in England das gleiche Chaos herrscht wie in den Ursprungsländern. Danach werden die Engländer das Land wieder aufbauen.....ähnliches droht uns hier! https://t.co/jrRtelvRP9	NOT	None
hasoc_german_51	"nun guckt euch diese liebenswerten geschenkten menschen an. das ist unsere zukunft, tolerante äußerst freundliche jugendliche, die gerne bereit sind eine qualifzierte ausbildung zu absolvieren und später deine rente erarbeiten.... https://t.co/QSWV41Rqkk"	NOT	None
hasoc_german_52	RT @Invictu53409591: @katjakipping Ihr kommt nie mehr an die Macht. Das deutsche Volk wird das verhindern. https://t.co/5lUVnW4PJ6	NOT	None
hasoc_german_53	RT @Wilfried_G_: Sie werden immer aggressiver bei der Ausübung ihrer Tätigkeit 🙄  Falls der Ton nicht einwandfrei sein sollte Link anklicken.   https://t.co/lB19roy5nb https://t.co/RLF05eS9bF	NOT	None
hasoc_german_54	"RT @WirtschaftDE: Deutschland schafft sich ab. (Das Layout der BILD sagt mehr über die Entwicklung des Landes, als zwei Seiten Statistik der Bundesregierung.)  👍 @BILD https://t.co/zSo3i74b0S"	NOT	None
hasoc_german_55	"RT @Futureworldxxl: 😅😂 Normal RT ich keine Werbung,  aber ihr habt es das 2x geschafft .👍 #Enteignungen #BMW #Kollektivierung   @WirtschaftDE @tbgstephen @Ditschi25 @Lars9596 @sabine_m_b @MickDonner @connybub @kleineclaudia1 @lazarus06 @55Uli @66norweger66 @NordischbyNatur @Lanyihunter1 https://t.co/zkXQ2IdvZJ"	NOT	None
hasoc_german_56	"RT @JohannesNormann: Sehr geehrter Herr Oberbürgermeister Dieter Reiter, schämen Sie sich für Ihr Verhalten. (Hausverbote für Redner der @AfD bei der @JA_Bayern ) - Wer es genauso sieht, bitte gleich retweeten. https://t.co/WccAW0xfnJ"	NOT	None
hasoc_german_57	RT @PurpleJokerhini: See the difference yet...? https://t.co/k7PfAXlM1A	NOT	None
hasoc_german_58	tsss... https://t.co/3ElUJiqhLt	NOT	None
hasoc_german_59	tommy muss sich wieder gegen die kakerlaken und die cops wehren! https://t.co/P8V17bGDkR	NOT	None
hasoc_german_60	RT @haraldlaatsch: #illner    Windkraft tötet Vögel und Insekten     Ökosprit vernichtet Lebensraum für Bienen     Holzpellets vernichten Wälder     Batterieautos sind umweltschädlich    Fassadendämmung braucht mehr Energie als sie spart    Sie lasen eine Erfolgsliste der #Grüne n	NOT	None
hasoc_german_61	"RT @vickersHV10: ♨️ #klimahysterie ♨️    Das Klima ist ein nichtlinearer-chaotisches System welches nicht kontrolliert werden kann.    In den letzten 160 Jahren ist der CO2 gehalt von 0,04% auf 0,05% gestiegen.    #GretaThunberg #FridaysForFurture #Klimawandel #SPD #CDU #Grüne #dieLinke #FDP #AFD https://t.co/Flwg1neHAg"	NOT	None
hasoc_german_62	"RT @Einzelfallinfos: 'Die Ungläubigen schmoren in der Hölle': Constantin Schreibers Fazit nach Durchsicht von Schulbüchern in islamischen Ländern ist, dass 'ein klares Feindbild' und Gegnerschaft zum Westen gefördert wird - und das auch noch oft finanziell unterstützt durch D  https://t.co/gxPtv10PJa"	NOT	None
hasoc_german_63	hihi https://t.co/hff5C2wOv7	NOT	None
hasoc_german_64	"RT @StBrandner: Herzliche Begegnung am Rande des heutigen Bürgerfestes in #Eisenach: Kurt Schwertz - nach seiner Aussage ehemaliger DDR-Oberliga-Fußballspieler, nun leider an den Rollstuhl gebunden, aber eine wahre Frohnatur und ein #AfD-Enthusiast! Es war mir eine Ehre! Weiterer Bericht folgt. https://t.co/qV6jUbRtiW"	NOT	None
hasoc_german_65	"RT @APatzwahl: €1.721,20 Netto/Monat für Mohammad!    Läuft für Mohammad in Deutschland!🤔 https://t.co/PxWUqwH7OR"	NOT	None
hasoc_german_66	"RT @SapereAudeDE: Kinderfernsehen .. aus den palästinensischen Autonomiegebiet (PA)    Heiko Maas (SPD) hat durchgesetzt, daß Deutschland der größte Geldgeber der #UNRWA (UN 'Flüchtlingsorganisation' speziell für PA) mit 145 Mio € jährlich ist    #Gaza #ReligionDesFriedens #Judenhass https://t.co/ri4cJeX8N4"	NOT	None
hasoc_german_67	RT @VonSchwer: Allererste deutsche Sahne ‼️🍄💐🤗‼️ https://t.co/rMOnesbpVo	NOT	None
hasoc_german_68	"RT @lucyfrown: 'That's what you get for being a fascist!'    Cheers erupt after MEP Candidate Tommy Robinson has a milkshake thrown on him by an Asian man known as 'Danny' in Warrington town, shortly after 3pm today.    #TommyRobinson #TommyRobinsonMEP https://t.co/aWOzoOXno2"	NOT	None
hasoc_german_69	"RT @SirSchnee: Dieser böse #Kapitalismus!    Ich komme gerade vom Bäcker und bin fassungslos: Der besitzt mehr Brötchen, als er selbst essen kann und verdient mit meinem Hunger seinen Lebensunterhalt 😱    Im #Sozialismus gäbe es dies Ungerechtigkeit nicht!     #NiewiederSozialismus #NoSPD   #Kühnert https://t.co/T3BQeTxWcx"	NOT	None
hasoc_german_70	RT @schweizok2: 1.Mai 2019   Gesehen am #Aasee in #Münster !!!  So seht ihr aus....😩  Für Klima- und Umweltschutz die Schule schwänzen aber nicht mal im Stande sein den eigenen Müll zu entsorgen 😡🤢🤮  Info an Stadt @muenster_de @AfD_Muenster   Danke für die zugesendeten Fotos https://t.co/bnUDHdxhtI	NOT	None
hasoc_german_71	RT @eleevn: twitter is removing this video of pro-guaido militants pulling gnb officers from their vehicles to take control of them. the vehicles were used to block the highway surrounding la carlota. keep this in mind as the international media amplifies “protesters run over by gnb” video. https://t.co/wFft7JaW3J	NOT	None
hasoc_german_72	"RT @den_tyske: Ich glaube der Kevin #Kühnert wurde schon früher ganz oft missverstanden,  der  ...  😂🤣😂 https://t.co/4d4EOv0Hu2"	NOT	None
hasoc_german_73	RT @rbb24: #1Mai-Feier am Mariannenplatz: In #Kreuzberg hat der Bezirk zwei aus Spenden finanzierte #LittleHomes-Häuschen für #Obdachlose abreißen lassen - beide Bewohner sitzen jetzt wieder auf der Straße. #Berlin #Kreuzberg #TinyHouses    https://t.co/i2sKhBGo4j	NOT	None
hasoc_german_74	"RT @Invictu53409591: Wer die Zahlen noch glaubt , dem ist nicht mehr zu helfen. Wenn man 1,5 Millionen Zuwanderung abzieht, hätten wir nur noch 700.000 Arbeitslose. 😂😂 Es sei den die Invasoren hätten alle Arbeit bekommen. https://t.co/4R5izk4tyx"	NOT	None
hasoc_german_75	RT @AfDBerlin: Das spektakuläre #AfD Wahlplakat wurde vorm Bundeskanzleramt gesichtet.  ✌️  #ausderGeschichteEuropaslernen  #EUwahl https://t.co/fInBE60RM8	NOT	None
hasoc_german_76	"ja, und? machen eh schon viele weil man ja sonst öffentlich ans kreuz, ähm, gesteinigt wird.... https://t.co/fQXujyPbjh"	NOT	None
hasoc_german_77	RT @n59_puppche: Aufwachen!! https://t.co/NxcFsrcq81	NOT	None
hasoc_german_78	"RT @AndreaSchlegel3: Schade, dass es nur Satire ist.... https://t.co/fHjfBtLphZ"	NOT	None
hasoc_german_79	RT @IQ_Stimulator: Neues Logo für #FridaysForFurture https://t.co/aILk0ZShKs	NOT	None
hasoc_german_80	"RT @pinkcrazypony: #Indien #Islamisierung   Dies ist das Foto nach der Wahl in Wayanad, Kerala am 23. April. Leute, die T-Shirts von ISIS tragen, sind deutlich sichtbar. Abstimmungskongress bedeutet, Indien zu einem islamischen Staat zu machen. #ReligionOfPeace https://t.co/ZljFXuYSn7"	NOT	None
hasoc_german_81	"RT @thomasroecke: Besorgniserregende Demokratieverachtung: Am 1. Mai wurden in #Solingen #AfD-Plakate mit ver.di-Fahnen überklebt -  unter den Augen der Polizei! Der Fisch stinkt vom Kopf her: Fehlt den Regierenden der Wille zur Durchsetzung von Recht/Ordnung, erodiert bald der ganze Rechtsstaat. https://t.co/Vp5jHUmsem"	NOT	None
hasoc_german_82	RT @55Uli: Wundert das etwa noch irgend Jemanden ?? https://t.co/eldfPGZWgS	NOT	None
hasoc_german_83	RT @Lexa_Merica: ⭐CC⭐  @Lexa_Merica   @Echao80  @JohndogDoe  @PeaGreen6  @chillinoodle  @AmericanBrit3  @TrumpFFighters  @meyajunior  @allforhim010915  @Wllmdrg1  @JeffBuller1  @skb_sara  @heyitsCarolyn  @cgr888  @superyayadize  @SavedSoul1990  @tnmynatt  @_IamAnita_D  @DoingRight1  @RevKeithBritt  @galacticaactual https://t.co/jubh2iqw89	NOT	None
hasoc_german_84	RT @Heiko31086906: 🚫ACHTUNG🚫 RT  Dieser Mann ist 68 Jahre alt und Obdachlos. Er 'wohnt' in Weidenpech Nähe der Haltestelle *Mollwitzstraße*. Wer kann Hinweise zu diesen 2 Jugendlichen geben. Bitte sofort melden! Er liegt im Krankenhaus und schwebt derzeit in Lebensgefahr.    Quelle: Celine Bertzen https://t.co/zt3neFyY5k	NOT	None
hasoc_german_85	Ich hoffe das dies Millionen Menschen gelesen haben und nun genau wissen was zu wählen ist...👍👍👍👍👍 https://t.co/6cPEVBcbhA	NOT	None
hasoc_german_86	Ich hoffe das dies Millionen Menschen gelesen haben und nun genau wissen was zu wählen ist...👍👍👍👍👍👍 https://t.co/02AjiucBe3	NOT	None
hasoc_german_87	Ich hoffe das dies Millionen Menschen gelesen haben und nun genau wissen was zu wählen ist...👍👍👍👍👍 https://t.co/mXmr9vxPui	NOT	None
hasoc_german_88	Qualcosa sarà andato storto..😂😂😂  Irgendetwas ist schief gelaufen... 😂😂 https://t.co/GCJipoRSbx	NOT	None
hasoc_german_89	👍👍👍👍👍👏👏👏👏👏👏 https://t.co/rH6tTiRvAj	NOT	None
hasoc_german_90	Am 26.4.19 wurde das 1.185 Mal geteilt. Bis zum 1.5.19 wurde es 16.691 Mal geteilt. Wir wollen die EU nicht zerstören wir wollen sie reformieren für ein Europa der Vaterländer.👍👍👍👍👍👍👍👏👏👏👏👏👏👏👏👏👍👍👍👍👍👍👍👏👏👏👏👏👏👏 https://t.co/rDuHbHiz58	NOT	None
hasoc_german_91	Genau so ist es. Panzer gegen Flüchtlinge Danke Merkel 😡😡😡😡🤢🤢🤢🤢🤢🤢😡😡😡😡😡😡😡Die Wirtschaft bekommt neuen Schwung https://t.co/xm2spWPlr5	NOT	None
hasoc_german_92	Aufwachen!!!!! https://t.co/KL1bdS8Eiy	NOT	None
hasoc_german_93	🤢🤢🤢🤢🤢 https://t.co/QvoY3l3eht	NOT	None
hasoc_german_94	Die Polizei unternimmt  nichts als AfD Wahlplakate  in Solingen abgedeckt  wurden. Was hat Merkel aus  bloß aus unserem Land gemacht.🤢🤢🤢🤢🤢🤢😡😡😡😡😡😡😡😡😡😡😡😡 https://t.co/sAed6fEkPo	NOT	None
hasoc_german_95	🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢 https://t.co/auC98htTJX	NOT	None
hasoc_german_96	"AUFRUF ZUM WIDERSTAND GEGEN MERKEL:  Natürlich. Immer mehr und mehr Steuern.Wenn die CO 2 Steuer kommt, lässt uns, wie in Frankreich, zu Hunderttausenden auf die Strasse gehen und Merkel zeigen, das sie uns mal kreuzweise kann. Lasst uns den Laden lahm legen.AUFRUF ZUM WIDERSTAND! https://t.co/R2ZJ66ZYWd"	NOT	None
hasoc_german_97	Deutschland hat keine Zukunft https://t.co/XBZea9zzpj	NOT	None
hasoc_german_98	👍👍👍👍👍 https://t.co/R4vRkOLT82	NOT	None
hasoc_german_99	👍👍👍 https://t.co/9FCnNefFvS	NOT	None
hasoc_german_100	ca. 55 Mrd. Euro ....... https://t.co/T2crs0FS2u	NOT	None
hasoc_german_101	😂😂😂😂 https://t.co/ZK0iueZ7Ie	NOT	None
hasoc_german_102	https://t.co/Akjy2u0Tol	NOT	None
hasoc_german_103	https://t.co/r33mD2ulbG	NOT	None
hasoc_german_104	Heiko Maas du bist doch so ein großes arschloch https://t.co/a9aixqx5hP	HOF	OFFN
hasoc_german_105	Diese scheiß Scharia hat in Deutschland nichts zu suchen wann kapiert ihr das endlich ihr Muslimen Arschgriecher https://t.co/l3Qy6h68O3	HOF	HATE
hasoc_german_106	Scheiß Macron https://t.co/SmBgROlhJQ	HOF	OFFN
hasoc_german_107	Und zwar sofort 👍👍👍👍👍👍👍👍👍👍👍👍 https://t.co/trc2HoqnaX	NOT	None
hasoc_german_108	Habt ihr gesehen wie die scheiß Muslime Arschlöcher diese Frauen gleich verprügelt haben normale Menschen hätten diese Frauen nur von der Bühne geholt aber diese Muslime mußten sie gleich verprügeln Islam ist Böse und bleibt Böse 👿👿👿👿👿 https://t.co/wwyUUBCQWL	HOF	HATE
hasoc_german_109	Das war ja klar das es so ist jeder Trottel wiest das https://t.co/uIP9lPUdpO	NOT	None
hasoc_german_110	Das sind keine schutzsuchenten das sind Krieger die wollen Krieg schaut sie euch genau an seht ihr Gutmenschen das nicht ihr verblödeten hirntote 😡😡😡😡😡😡👎👎👎👎👎Die haben nichts in Europa zu suchen 💩💩💩💩💩💩💩💩💩💩💩💩💩💩 https://t.co/kFqTkoF8bK	HOF	HATE
hasoc_german_111	Genau so muß das sein Deutschland kapiert das nicht darum geht Deutschland unter 👎👎👎👎👎👎 https://t.co/TsqRGN9FZo	NOT	None
hasoc_german_112	Die Welt lacht schon über Deutschland 😂😂😂😂😂Ich schäme mich für Deutschland 😡😡😡😡😡😡😡 https://t.co/xat9nmeJ56	NOT	None
hasoc_german_113	Wer zum Teufel wählt diese grüne scheiße die wollen doch alles abschaffen sogar Deutschland wollen diese grünen abschaffen diese Arschlöcher 🤢🤢🤢🤢💩💩💩💩 https://t.co/ijrtNZFyQ9	HOF	OFFN
hasoc_german_114	Ganz einfach es gibt auch andere Größen als nur mini Größen 👏 https://t.co/KIwBZi1qn9	NOT	None
hasoc_german_115	Die sind alle unfähig 👎👎👎👎👎 https://t.co/Jo7yPIpHOW	NOT	None
hasoc_german_116	Nur noch AfD 👍👍👍👍👏👏👏👏👏💪💪💪💪💪💪💪💪💪💪💪💪 https://t.co/9Zfe5kFRMl	NOT	None
hasoc_german_117	Unsere Politiker haben nur scheiße im Kopf oder warte mal die sind hohl die Köpfe nicht mal scheiße ist drin😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/po3vul1PJv	HOF	PRFN
hasoc_german_118	1.Deutschland haben nicht nur Ausländer aufgebaut. Die AfD will die Unordnung die Merkel in Deutschland angerichtet hat wieder gerade biegen 2.Du kannst ja wieder in dein Land zurück wenn es dir hir in Deutschland nicht passt kein Problem es wird dich niemand vermissen 😂😂😂 https://t.co/S8QZ07cTl6	NOT	None
hasoc_german_119	Ein Tritt in den Arsch und zurück nach Hause weg weit weg von Deutschland https://t.co/22TW0eI9gy	NOT	None
hasoc_german_120	Arschgriecher Merkel 💩💩💩💩 https://t.co/k0chZW0yEg	HOF	OFFN
hasoc_german_121	Das kannst du nicht zur Demo gehen es sind noch Schulferien 😂😂😂😂😂 https://t.co/oWgzDJERuX	NOT	None
hasoc_german_122	Ist schon klar.Hir bekommen sie Geld in den Arsch gesteckt ohne etwas zu Arbeiten 💩💩💩💩💩💩💩💩💩 https://t.co/tBLwRHnvPX	NOT	None
hasoc_german_123	Diese Dummheit kann man leider nicht beschreiben So dumm gibt es nicht 💩 https://t.co/ORsic0hTEd	NOT	None
hasoc_german_124	Und wieso schickst du die ganze Bande wieder zurück nach Syrien du Arsch? 💩💩💩💩💩💩💩💩💩💩💩💩 https://t.co/7Kvwl7oGJa	HOF	PRFN
hasoc_german_125	Ab ins Gefängnis und Schlüssel weg werfen 👍👍 https://t.co/x36y8WlbGE	NOT	None
hasoc_german_126	Auf keinen Fall ich will nicht abgeschlachtet werden seid ihr verrückt? 👎👎😡😡 https://t.co/iljyalIuv0	NOT	None
hasoc_german_127	Ist ja klar hir bekommen sie Geld für die Kinder in der Türkei bekommen die vielleicht nicht soviel Geld 👍 https://t.co/YZwQ4SZpQw	NOT	None
hasoc_german_128	Migrantenkriminalität – Polizei räumt ein: Der deutsche Staat ist nicht mehr handlungsfähig https://t.co/fVqChzLMvQ #anonymous # anonymousnews via @anoynews	NOT	None
hasoc_german_129	Diese scheiß Muslime Arschlöcher vermehren sich wie die 🐀 Ratten 😡 https://t.co/h03IqG84Jp	HOF	HATE
hasoc_german_130	Wie kann man so bescheuert und blöde sein 💩💩💩💩 https://t.co/CQA6S5MKd9	NOT	None
hasoc_german_131	Nur noch AfD 👍👍👍👍👏👏👏👏👏👏👏👏👍👍💪💪💪💪💪💪💪 https://t.co/epfFs1EndB	NOT	None
