hasoc_english_64	RT @officeofssbadal: PM @narendramodi ji stormed #Bathinda &amp; won the hearts of Punjabis by detailing how he had worked to ensure justice for #1984SikhGenocide victim families. Sikhs have a friend in Modi ji who has always risen to fulfil our aspirations be it justice for ‘84 or the #KartarpurCorridor	NOT	NULL	NULL
hasoc_english_65	@iSanjuktaP @narendramodi Let first Modi have the nerve to arrest somebody.	HOF	OFFN	TIN
hasoc_english_66	RT @swapan55: I am not given to commenting on the views of individual writers. However, when the editor of @ttindia says that the removal of Modi is a “righteous” task, it constitutes the publication’s statement of purpose. It is only fair that readers should be aware of it. https://t.co/eheudqNKlQ	HOF	HATE	TIN
hasoc_english_67	RT @sudipraj27: Archaeologists have unearthed the digital camera used by Modi in 1988  @derekobrienmp @Aagan86 @abishekbagchi @akashbanerjee @dhruv_rathee @hellorabiul @rudranilblue https://t.co/OvMg1bihBc	HOF	OFFN	TIN
hasoc_english_68	@Swamy39 Dumb commission gave many clean  chits to Modi.	HOF	OFFN	UNT
hasoc_english_69	RT @CNNnews18: #ElectionAlert – The Mahamilawat have dedicated themselves just to abuse Modi. This shows that they are rattled after seeing the polling in the first 6 phases of the country. I won’t reply but the people of the country will punish them: Prime Minister @narendramodi. https://t.co/Jakmb7uAVc	HOF	OFFN	UNT
hasoc_english_70	@MissWp1977 @majorgauravarya @narendramodi look at the intellect, vision and planing level of Mr Modi. @small man on big seat	NOT	NULL	NULL
hasoc_english_71	RT @vinayak_jain: People speaking of Prime Minister Modi's work but Prannoy Roy simply can't stop talking about caste.    I repeat — Uttar Pradesh will surprise because Delhi journos and psephologists can't look beyond caste while the reality is Prime Minister Modi's work has breached such barriers. https://t.co/wGbTB3RwpO	NOT	NULL	NULL
hasoc_english_72	@ShekharGupta Hey 50 word on hyperventilation by pack of Modi hating elites???	NOT	NULL	NULL
hasoc_english_73	RT @NewsHtn: 'They are trying to delegitimise me. It's again that Muslim dog whistling. If you are not pure enough, Hindu enough, you don't have right to speak.' @AatishTaseer speaks to @BDUTT on BJP calling him Pakistani for his Time magazine cover story on PM Modi. On #DemocracyLive at 9pm https://t.co/ZCjDfFUVxU	HOF	PRFN	UNT
hasoc_english_74	RT @ndtvfeed: Twitter Thinks There s Proof That PM Modi's Latest Interview Was Scripted https://t.co/3ZJE77ZHSq	NOT	NULL	NULL
hasoc_english_75	RT @ambkcsingh: Key contest as Shotgun Sinha had been sniping effectively at Supreme Ldr Modi for past year under @RashtraManch banner. Make no mistakes this is Shatrughan v Modi. Prasad is just a sparring substitute! Best of luck Chief ! https://t.co/gqncDWYtBt	HOF	OFFN	TIN
hasoc_english_76	RT @ANI: #WATCH PM Narendra Modi's message to the people of Varanasi (Source:https://t.co/jdAgdCFpeQ) https://t.co/4hqKEg1va1	NOT	NULL	NULL
hasoc_english_77	RT @SwarajyaMag: No, PM Modi Was Not Wrong In His IAF Balakot Strike Comment; Radars Are More Effective In Clearer Skies    https://t.co/ti6ewjzvNx	NOT	NULL	NULL
hasoc_english_78	RT @pbhushan1: If Modi's claim that he ordered IAF to strike Balakote in cloudy weather(so they could avoid radar) is not Feku, it has serious implications. 1 Modi orders IAF to fly dangerously in bad weather w/o any knowledge of radars. 2 That's why bombs missed targets https://t.co/r09kmjSAcj	HOF	OFFN	TIN
hasoc_english_79	RT @jeetpinkynonu: @IamDharmenderN @Let_us_express @girishntl @narendramodi @AmitShah @BJP4India @nsitharaman @rajnathsingh @PiyushGoyal @smritiirani @rammadhavbjp @M_Lekhi @p_sahibsingh @digvijaya_28 4 goals for this election  1. Sagvhvi  2 Nithya  3 Smriti Irani  4 IPS Bharti Ghosh  in total, Modi should be back in power..sabki chati par mung gisne....😊	NOT	NULL	NULL
hasoc_english_80	RT @Adwanism: BJP worker Priyanka arrested for making memes on Mamata    Media: Shame on Didi, Is Mamta afraid of dissent, This is Dictatorshp    10 people arrested for showing Black flag in YOGI's rally    Media: Aiye jante hai kaunsa Aam khate hai Modi, Kya purse rakhte hai wo, Kaunsa Tonic lete h	HOF	OFFN	UNT
hasoc_english_81	RT @srivatsayb: Modi Govt has hounded several NGOs in the name of foreign funding    It has cancelled the registration of Infosys foundation as well    Aim is the ensure only RSS backed NGOs, receiving money from BJP and it's cronies, do social work to benefit it politically   https://t.co/u1bACB1YT3	HOF	HATE	TIN
hasoc_english_82	RT @RajivMessage: This mother-son team playing both sides, pro-India and pro-Pak. Have people figured this out yet? https://t.co/cgQSpdrfCb	NOT	NULL	NULL
hasoc_english_83	@akashbanerjee Yeh Sab Papi Pet Ka Sawal hai, @akashbanerjee  crowd funded he aur @DeepakChaurasia Modi funded simple. 🤑🤑🤑🤑	HOF	OFFN	TIN
hasoc_english_84	@ShekharGupta One modi hater allows another modi hater to spread hatred for modi!!	HOF	HATE	UNT
hasoc_english_85	RT @rachitseth: Since Modi is worried about the Sikh Community &amp; campaigning in Punjab    He must ans-    -Why did Modi throw out Sikh Farmers from Gujarat in 2014?  -What happened to 39 Indians from Punjab who were kidnapped by ISIS in Iraq?  -Why No punishment to RSS people involved in 1984 riots?	HOF	OFFN	TIN
hasoc_english_86	RT @Tejasvi_Surya: Energy better than Hulk. Agility better than Captain America. Heavy lifting better than Thor. Vision better than Iron man. Tactics better than Black Widow.    Narendra Modi - Real hero, with the fictional ones.    PS: Thank your Gods, @kunalkamra88. It's Modi and not Mamata Di. ;) https://t.co/HKDFkqAfuf	NOT	NULL	NULL
hasoc_english_87	RT @bainjal: Modi has taught India a lesson “hard work” does not beat Harvard. A real education matters	NOT	NULL	NULL
hasoc_english_88	farmers distress is a long legacy..why blame modi who got the legacy n ruled for just 5 yrs...still i can send u details of what all has bn done.. demonetisation was conducted in gd spirits and the entire fliating money is now in bank records..2/n https://t.co/w7IXb2Rfgq	NOT	NULL	NULL
hasoc_english_89	@BDUTT Where were you Madam.. when ur feeder did on Modi ?? I mean @divyaspandana ?? Why only one side ? R u neutral journalist ? If not on wt morality you preaching now ?	HOF	OFFN	TIN
hasoc_english_90	RT @akshay_sarawat: @_NAN_DINI Education does not mean good judgement - for all those  educated who are blinded in their hate for Modi. A brilliant thread!	HOF	OFFN	TIN
hasoc_english_91	RT @muglikar_: Today some ppl are only saying Inqalab, wait for few more days, let the results be in favor of Modi, every Hindu, voter, institution etc will be abused. They will not accept the mandate just like that. After all, it's a fight for their survival. Dekh lo.	NOT	NULL	NULL
hasoc_english_92	RT @bainjal: Modi will go down in history as a epic national joke first #demonetizationDiaster now the radar. What does he know &amp; how little he knows	HOF	OFFN	TIN
hasoc_english_93	CM PATNAIK JI OF ODISHA IS A DECENT POLITICIAN THROUGHOUT. PM MODI JI ALSO LIKES HIS APPROACH. BOTH CAN COORDINATE WELL TO HELP BAIL OUT THE VICTIMS OF THE FANI CYCLONE &amp; DAMAGE TO THE STATE THAT CAUSED. - https://t.co/H6WXuqoaeJ	NOT	NULL	NULL
hasoc_english_94	Nearly all the political parties feel that Varanasi is an axis point for the last phase as the constituency can influence seats in the Purvanchal region.     Here's why (@qazifarazahmad)     https://t.co/lMtMqaI9X5	NOT	NULL	NULL
hasoc_english_95	RT @abhijitmajumder: Can the court handle things if for every superimposed Modi or Rahul face, for every political meme or cartoon BJP, Congress and others make arrests or file a case?  Is this judicial wisdom? https://t.co/DqwWx4KOuk	NOT	NULL	NULL
hasoc_english_96	Congress President Rahul Gandhi in Neemuch, MP: Narendra Modi told officers and Air Chief of Air Force, 'It'll be beneficial, radar won't be able to track aircraft in bad weather'. Narendra Modi ji, whenever it rains in India, do all the aircraft disappe… https://t.co/6vV3bcZsDp	NOT	NULL	NULL
hasoc_english_97	#WATCH PM Narendra Modi's message to the people of Varanasi (Source:https://t.co/svXLBlvSDC) https://t.co/KKXRtHTxUl	NOT	NULL	NULL
hasoc_english_98	RT @vinayak_jain: A guy like Panag rose to power within the army and never found anything wrong with Congress' delay of OROP, defence scams or lack of modernisation. Now he advocates a coup against Narendra Modi. It is frightening how top officers even in the army have been stooges of Congress.	HOF	OFFN	TIN
hasoc_english_99	@editorji @derekobrienmp @TwitterIndia @MamataOfficial is a speed breaker said by @narendramodi. Yes , She did not allow Modi to run hin bulldozer over Bengal. #AskDerek	HOF	OFFN	TIN
hasoc_english_100	Subjects listed in Narendra Modi's Gujarat University degree were not in syllabus, says ex-professor https://t.co/OeM3Kph6Ez	NOT	NULL	NULL
hasoc_english_101	RT @TheWaliRahmani: This is how these Bhakts spread Fake news, This is US POLO shirt which costs not more than a thousand rupees, and for a  instance let's believe that this shirt is of Ralph Lauren which costs 15k, Bhakts will you not expose PM Modi who wears a Suit of 10 lakh ?   @kanhaiyakumar https://t.co/j6a7SSQeP6	HOF	OFFN	TIN
hasoc_english_102	RT @Noornoorulla3: #CloudyModi   We had found 1987 cloudy modi's digital camera.  Now we are searching on email, radar and nale ki gas.  Hope we'll soon find it. https://t.co/CtS4qOBoRg	HOF	OFFN	TIN
hasoc_english_103	RT @RajivMessage: Francois Gautier proposes four very specific and clear reforms that ought to be implemented immediately should Modi win a 2nd term.  https://t.co/6OyYixXSzU	NOT	NULL	NULL
hasoc_english_104	RT @LDAgarwal1: Biggest Vote Bank of Narendra Modi in 2019 Lok Sabha elections are over 10 crore poor families of Country who received direct benefits of pro poor policy of his government !    Another Vote Bank are First Time Voters !    BJP with 325 plus and NDA with 350 plus seats my guesstimate !	NOT	NULL	NULL
hasoc_english_105	@IndianExpress He is absolutely right as he was right when he commented that modi is a neech kisam ka aadmi, indeed modi is very neech kisam ka aadmi.	HOF	PRFN	TIN
hasoc_english_106	She would not. Rural Bengal was always violent. Not a news for villagers. And Modi led CBI didn’t/ couldn’t do anything about the scams that surfaced. https://t.co/WMUlL2vCCJ	NOT	NULL	NULL
hasoc_english_107	RT @HawaaBaaz: Consider a very strong possibility.   Modi sitting in LS as an MP but not a PM and all his scams tumbling out of the closet.     What a sight it would be!!	HOF	OFFN	TIN
hasoc_english_108	Modi Isn't India's Abe; Election Caps a Lost Decade - Bloomberg https://t.co/jCmd6NSNst	NOT	NULL	NULL
hasoc_english_109	RT @SitaramYechury: Cronies making hay while Modi shines https://t.co/rRTgnSZu9O	NOT	NULL	NULL
hasoc_english_110	#TwitterDialogues with @derekobrienmp: 'Yes, Mamata Banerjee is a speed breaker. She will not allow Modi to be sworn-in as PM again' #WestBengal	NOT	NULL	NULL
hasoc_english_111	RT @DrGPradhan: tightlipped? I can't answer every tweet. What I said in 2016, 2017, 2018 &amp; 2019 is one and the same thing and I stand by it    I don't go by sold out media or react on every media exit poll which is bullshit    Modi Ji is PM    Full STOP https://t.co/AEK6eqbkg6	HOF	PRFN	UNT
hasoc_english_112	RT @nickelllll: At 'Non-Political' Press Conference, Women Present 56 Tough Questions For PM Modi https://t.co/HyZIVR6IY2	NOT	NULL	NULL
hasoc_english_113	@SundaramChitra @goyalsanjeev @MamataOfficiaI No one can be like Modi ... he takes criticism as blessing in disguise .. a true leader	NOT	NULL	NULL
hasoc_english_114	RT @bainjal: Arun, Modi who abuses a former PM as “corrupt no 1” calls Sonia Gandhi a “congress ki vidhwa” “jersey cow” &amp; has called the late Sunanda Pushkar a “50 cr girlfriend” is “fit for public life” how precious of you https://t.co/QPBsGamwo9	HOF	OFFN	TIN
hasoc_english_115	My answer to Does Narendra Modi support Hindutva? https://t.co/QhMgev1O00	NOT	NULL	NULL
hasoc_english_116	Layman diary :Count Modi's work Thak jaoga hate Modi opposition parties alliance leaders. Abki bar phir Modi Sarkar https://t.co/sHC2q4ewvP	NOT	NULL	NULL
hasoc_english_117	RT @seditiouskhan: Educated elite and middle class supporters of Modi who still believe in him are aware of his idiocy and ignorance, they know it well and thoroughly understand that he pulls crap like this on a regular basis.     But what makes them still support him?  - Their hatred for Muslims.	HOF	PRFN	TIN
hasoc_english_118	Prime Minister Narendra Modi in Ballia: I have only one caste 'poverty', that is why I have rebelled against poverty. #LokSabhaElections2019  SOURCE ANI	NOT	NULL	NULL
hasoc_english_119	RT @FactCheckIndia: Claim: “I suggested that clouds could actually help our planes escape the radars”: PM Modi on Balakot airstrikes.  Fact: “If defence experts with him that night wanted to defer attack, it was for better targeting,” Air Marshal Harish Masand (retd.). https://t.co/la3VScmXtB	NOT	NULL	NULL
hasoc_english_120	@manakgupta When will Mamta say sry to Modi she too said much worst fr PM dn the girl who put dat memes wat a democracy it’s dictatorship @SirPareshRawal Why don’t modi behave save way wat Mamta did to people who makes her memes Tb intolerance ho jata @AnupamPKher @anuraagmuskaan @republic	HOF	OFFN	TIN
hasoc_english_121	PM Modi addresses Public Meeting at Buxar, Bihar  Watch Live   https://t.co/82ByOpdkHK    via NaMo App	NOT	NULL	NULL
hasoc_english_122	RT @SitaramYechury: This is the latest in the long series of delusional assertions, fudged claims and brazen lies uttered by Modi. These would make for a great joke if the matter was not so serious involving the post of PM. https://t.co/s353zPG6fJ	HOF	OFFN	TIN
hasoc_english_123	RT @bainjal: Huge discrepancy in Modi's MA degree, claims ex-Gujarat University prof - India News https://t.co/OooN1ONecs this fake degree will haunt Modi. Boys &amp; girls remember that real education matters	HOF	OFFN	TIN
